Number_of_sequences,AB-1-0-1,AB-1-1-2,AB-1-10-11,AB-1-11-12,AB-1-12-13,AB-1-14-15,AB-1-2-3,AB-1-3-4,AB-1-4-5,AB-1-5-6,AB-1-6-7,AB-1-7-8,AB-1-8-9,AB-1-9-10
,15968.902,NA,NA,NA,14804.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15972.517,NA,NA,NA,14807.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15976.51,NA,NA,NA,14810.311,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15980.288,NA,NA,NA,14812.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15984.235,NA,NA,NA,14815.643,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15988.12,NA,NA,NA,14818.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15992.109,NA,NA,NA,14821.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15995.87,NA,NA,NA,14824.538,NA,NA,NA,NA,NA,NA,NA,NA,NA
,15999.286,NA,NA,NA,14827.344,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16002.862,NA,NA,NA,14829.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16006.493,NA,NA,NA,14832.838,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16010.425,NA,NA,NA,14835.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16014.278,NA,NA,NA,14838.651,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16017.647,NA,NA,NA,14841.584,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16021.775,NA,NA,NA,14843.927,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16025.834,NA,NA,NA,14846.541,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16029.846,NA,NA,NA,14849.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16033.258,NA,NA,NA,14852.218,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16037.134,NA,NA,NA,14855.268,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16040.926,NA,NA,NA,14858.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16044.384,NA,NA,NA,14861.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16047.994,NA,NA,NA,14863.659,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16051.853,NA,NA,NA,14866.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16055.804,NA,NA,NA,14869.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16059.609,NA,NA,NA,14871.779,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16063.007,NA,NA,NA,14874.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16066.979,NA,NA,NA,14877.461,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16070.843,NA,NA,NA,14879.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16074.976,NA,NA,NA,14882.611,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16078.691,NA,NA,NA,14885.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16082.881,NA,NA,NA,14888.187,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16086.46,NA,NA,NA,14891.184,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16090.157,NA,NA,NA,14893.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16094.137,NA,NA,NA,14896.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16097.404,NA,NA,NA,14899.501,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16100.935,NA,NA,NA,14902.276,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16104.642,NA,NA,NA,14905.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16108.69,NA,NA,NA,14908.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16112.461,NA,NA,NA,14911.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16116.436,NA,NA,NA,14914.267,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16120.081,NA,NA,NA,14916.861,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16123.85,NA,NA,NA,14919.654,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16127.14,NA,NA,NA,14922.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16130.617,NA,NA,NA,14925.038,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16134.554,NA,NA,NA,14927.708,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16138.58,NA,NA,NA,14930.702,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16142.113,NA,NA,NA,14933.203,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16146.03,NA,NA,NA,14936.148,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16149.943,NA,NA,NA,14939.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16153.988,NA,NA,NA,14942.116,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16157.633,NA,NA,NA,14945.024,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16161.823,NA,NA,NA,14947.553,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16165.781,NA,NA,NA,14950.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16169.728,NA,NA,NA,14953.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16173.193,NA,NA,NA,14956.108,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16176.508,NA,NA,NA,14958.802,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16179.996,NA,NA,NA,14961.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16184.193,NA,NA,NA,14964.392,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16188.028,NA,NA,NA,14967.057,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16191.723,NA,NA,NA,14969.797,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16194.836,NA,NA,NA,14972.761,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16195.191,NA,NA,NA,14972.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16198.681,NA,NA,NA,14975.763,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16202.201,NA,NA,NA,14978.977,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16205.71,NA,NA,NA,14981.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16209.768,NA,NA,NA,14984.633,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16213.478,NA,NA,NA,14987.309,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16217.872,NA,NA,NA,14990.491,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16221.326,NA,NA,NA,14993.373,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16224.858,NA,NA,NA,14996.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16228.151,NA,NA,NA,14998.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16232.088,NA,NA,NA,15001.578,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16235.668,NA,NA,NA,15004.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16239.187,NA,NA,NA,15007.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16242.837,NA,NA,NA,15010.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16246.432,NA,NA,NA,15013.133,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16250.098,NA,NA,NA,15016.198,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16253.739,NA,NA,NA,15019.076,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16257.377,NA,NA,NA,15021.646,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16257.685,NA,NA,NA,15021.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16260.662,NA,NA,NA,15024.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16264.097,NA,NA,NA,15026.961,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16267.817,NA,NA,NA,15030.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16271.379,NA,NA,NA,15032.603,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16275.034,NA,NA,NA,15035.602,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16278.619,NA,NA,NA,15038.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16282.31,NA,NA,NA,15041.269,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16286.228,NA,NA,NA,15044.462,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16290.036,NA,NA,NA,15047.302,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16294.152,NA,NA,NA,15050.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16297.791,NA,NA,NA,15052.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16301.52,NA,NA,NA,15055.334,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16305.586,NA,NA,NA,15058.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16309.354,NA,NA,NA,15061.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16312.816,NA,NA,NA,15064.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16316.339,NA,NA,NA,15066.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16320.696,NA,NA,NA,15069.598,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16324.58,NA,NA,NA,15072.517,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16328.013,NA,NA,NA,15075.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16331.781,NA,NA,NA,15078.457,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16335.313,NA,NA,NA,15080.973,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16339.279,NA,NA,NA,15083.643,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16342.794,NA,NA,NA,15086.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16346.508,NA,NA,NA,15089.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16350.263,NA,NA,NA,15091.551,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16353.859,NA,NA,NA,15094.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16357.519,NA,NA,NA,15097.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16361.093,NA,NA,NA,15100.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16365.065,NA,NA,NA,15102.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16367.894,NA,NA,NA,15105.047,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16368.958,NA,NA,NA,15105.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16372.596,NA,NA,NA,15108.559,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16376.255,NA,NA,NA,15111.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16380.109,NA,NA,NA,15114.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16383.518,NA,NA,NA,15117.398,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16387.256,NA,NA,NA,15120.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16390.664,NA,NA,NA,15123.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16394.239,NA,NA,NA,15125.749,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16398.108,NA,NA,NA,15128.719,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16401.159,NA,NA,NA,15131.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16404.876,NA,NA,NA,15134.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16408.629,NA,NA,NA,15136.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16412.066,NA,NA,NA,15139.669,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16415.323,NA,NA,NA,15142.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16419.189,NA,NA,NA,15145.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16423.284,NA,NA,NA,15147.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16427.36,NA,NA,NA,15150.701,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16430.814,NA,NA,NA,15153.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16434.321,NA,NA,NA,15156.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16437.952,NA,NA,NA,15159.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16441.583,NA,NA,NA,15162.039,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16445.516,NA,NA,NA,15164.976,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16449.113,NA,NA,NA,15167.956,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16453.085,NA,NA,NA,15171.189,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16456.674,NA,NA,NA,15174.284,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16459.999,NA,NA,NA,15177.022,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16463.645,NA,NA,NA,15179.913,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16467.402,NA,NA,NA,15182.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16471.218,NA,NA,NA,15185.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16474.938,NA,NA,NA,15188.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16478.374,NA,NA,NA,15190.529,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16482.197,NA,NA,NA,15193.121,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16485.749,NA,NA,NA,15196.203,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16489.102,NA,NA,NA,15198.581,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16492.617,NA,NA,NA,15201.359,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16496.264,NA,NA,NA,15203.983,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16499.828,NA,NA,NA,15206.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16503.809,NA,NA,NA,15209.433,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16507.127,NA,NA,NA,15212.146,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16510.781,NA,NA,NA,15214.619,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16514.261,NA,NA,NA,15217.749,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16517.786,NA,NA,NA,15220.318,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16521.546,NA,NA,NA,15222.915,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16525.367,NA,NA,NA,15225.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16528.96,NA,NA,NA,15228.347,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16532.891,NA,NA,NA,15231.226,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16536.752,NA,NA,NA,15233.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16540.393,NA,NA,NA,15236.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16544.131,NA,NA,NA,15239.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16548.243,NA,NA,NA,15242.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16552.031,NA,NA,NA,15245.268,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16555.563,NA,NA,NA,15247.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16558.539,NA,NA,NA,15250.702,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16562.303,NA,NA,NA,15253.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16566.207,NA,NA,NA,15256.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16570.125,NA,NA,NA,15259.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16573.711,NA,NA,NA,15262.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16577.443,NA,NA,NA,15265.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16581.294,NA,NA,NA,15267.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16584.741,NA,NA,NA,15270.671,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16588.642,NA,NA,NA,15273.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16588.723,NA,NA,NA,15273.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16592.121,NA,NA,NA,15275.976,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16595.921,NA,NA,NA,15278.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16599.631,NA,NA,NA,15281.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16603.264,NA,NA,NA,15284.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16607.07,NA,NA,NA,15286.628,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16610.981,NA,NA,NA,15289.389,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16614.953,NA,NA,NA,15292.051,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16618.314,NA,NA,NA,15295.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16621.236,NA,NA,NA,15297.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16624.805,NA,NA,NA,15300.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16628.323,NA,NA,NA,15303.334,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16632.562,NA,NA,NA,15305.923,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16636.257,NA,NA,NA,15308.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16639.915,NA,NA,NA,15311.099,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16643.786,NA,NA,NA,15313.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16648.06,NA,NA,NA,15316.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16652.121,NA,NA,NA,15319.051,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16655.555,NA,NA,NA,15321.777,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16658.864,NA,NA,NA,15324.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16662.723,NA,NA,NA,15326.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16666.01,NA,NA,NA,15329.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16666.09,NA,NA,NA,15329.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16669.483,NA,NA,NA,15332.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16673.079,NA,NA,NA,15335.258,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16676.661,NA,NA,NA,15338.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16680.078,NA,NA,NA,15340.996,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16683.72,NA,NA,NA,15343.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16687.408,NA,NA,NA,15346.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16691.517,NA,NA,NA,15349.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16694.658,NA,NA,NA,15352.554,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16698.399,NA,NA,NA,15355.269,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16701.585,NA,NA,NA,15357.789,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16704.95,NA,NA,NA,15360.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16708.577,NA,NA,NA,15363.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16712.039,NA,NA,NA,15366.938,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16715.856,NA,NA,NA,15369.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16719.322,NA,NA,NA,15372.686,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16723.127,NA,NA,NA,15375.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16726.507,NA,NA,NA,15378.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16729.947,NA,NA,NA,15381.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16733.511,NA,NA,NA,15383.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16737.075,NA,NA,NA,15386.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16740.992,NA,NA,NA,15389.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16744.71,NA,NA,NA,15391.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16748.379,NA,NA,NA,15394.334,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16751.944,NA,NA,NA,15396.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16755.687,NA,NA,NA,15399.942,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16758.98,NA,NA,NA,15402.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16762.097,NA,NA,NA,15405.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16766.125,NA,NA,NA,15408.397,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16769.515,NA,NA,NA,15411.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16773.239,NA,NA,NA,15414.114,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16776.475,NA,NA,NA,15417.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16780.26,NA,NA,NA,15420.112,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16783.684,NA,NA,NA,15423.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16786.91,NA,NA,NA,15425.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16791.096,NA,NA,NA,15428.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16794.449,NA,NA,NA,15430.956,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16797.95,NA,NA,NA,15433.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16801.609,NA,NA,NA,15436.354,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16805.663,NA,NA,NA,15439.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16809.107,NA,NA,NA,15441.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16812.73,NA,NA,NA,15444.596,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16816.535,NA,NA,NA,15447.291,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16820.097,NA,NA,NA,15449.806,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16823.693,NA,NA,NA,15452.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16827.565,NA,NA,NA,15455.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16831.205,NA,NA,NA,15457.988,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16834.708,NA,NA,NA,15460.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16837.949,NA,NA,NA,15463.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16841.524,NA,NA,NA,15466.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16845.466,NA,NA,NA,15468.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16848.903,NA,NA,NA,15471.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16852.539,NA,NA,NA,15474.258,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16856.26,NA,NA,NA,15477.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16859.795,NA,NA,NA,15480.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16863.54,NA,NA,NA,15483.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16867.283,NA,NA,NA,15485.623,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16871.069,NA,NA,NA,15488.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16874.513,NA,NA,NA,15490.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16878.172,NA,NA,NA,15493.521,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16881.781,NA,NA,NA,15496.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16885.425,NA,NA,NA,15499.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16889.101,NA,NA,NA,15501.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16892.845,NA,NA,NA,15505.023,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16896.325,NA,NA,NA,15507.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16899.809,NA,NA,NA,15510.448,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16903.343,NA,NA,NA,15512.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16907.083,NA,NA,NA,15515.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16910.865,NA,NA,NA,15518.403,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16914.661,NA,NA,NA,15521.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16918.654,NA,NA,NA,15524.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16921.87,NA,NA,NA,15527.053,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16925.4,NA,NA,NA,15530.194,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16928.871,NA,NA,NA,15532.692,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16932.08,NA,NA,NA,15535.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16935.734,NA,NA,NA,15538.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16939.36,NA,NA,NA,15541.573,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16942.901,NA,NA,NA,15544.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16946.407,NA,NA,NA,15547.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16950.153,NA,NA,NA,15549.963,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16953.689,NA,NA,NA,15552.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16957.499,NA,NA,NA,15555.208,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16961.458,NA,NA,NA,15557.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16964.933,NA,NA,NA,15560.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16968.617,NA,NA,NA,15563.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16972.208,NA,NA,NA,15566.039,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16976.031,NA,NA,NA,15568.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16979.359,NA,NA,NA,15571.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
,16981,NA,NA,NA,15572.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15573.917,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15576.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15579.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15582.233,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15584.749,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15587.508,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15590.413,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15593.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15596.099,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15598.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15601.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15603.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,15606.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
