Number_of_sequences,AB-2-1-2,AB-2-13-14,AB-2-14-15,AB-2-16-17,AB-2-17-18,AB-2-18-19,AB-2-2-3,AB-2-3-4,AB-2-4-5,AB-2-0-1,AB-2-10-11,AB-2-12-13,AB-2-5-6,AB-2-6-7,AB-2-7-8,AB-2-8-9,AB-2-9-10
129300,16369.347,14615.339,12808.235,14729.505,14078.459,12663.124,13992.618,15991.302,15891.775,13847.383,15283.37,12965.372,15459.6,15885.038,14829.104,15013.703,16107.548
129400,16378.131,14622.112,12813.772,14735.956,14085.3,12669.055,13999.131,15998.881,15899.22,13854.212,15290.266,12971.181,15466.936,15891.797,14835.496,15019.963,16115.552
129492,16386.189,14627.909,12819.449,14741.927,14091.33,12674.335,14005.787,16005.858,15906.346,13860.51,15296.9,12976.715,15473.647,15898.092,14840.921,15025.823,16122.934
129500,16386.801,14628.583,12819.93,14742.396,14091.734,12675.028,14006.272,16006.469,15906.962,13861.184,15297.496,12977.053,15474.211,15898.642,14841.424,15026.241,16123.53
129600,16394.73,14635.585,12825.74,14749.046,14097.825,12680.35,14012.475,16014.08,15914.323,13868.287,15304.679,12983.265,15481.82,15906,14847.957,15032.782,16132.193
129700,16402.917,14642.392,12831.781,14755.432,14104.895,12685.947,14019.084,16021.144,15921.408,13875.453,15312.041,12989.5,15488.991,15912.871,14854.522,15039.306,16140.767
129800,16410.669,14649.087,12837.503,14761.699,14111.848,12691.612,14025.786,16029.068,15929.37,13882.159,15319.475,12995.288,15496.228,15920.278,14860.995,15045.543,16149.075
129900,16417.996,14656.199,12843.546,14767.588,14118.549,12697.448,14031.838,16036.888,15936.837,13888.771,15326.734,13001.219,15503.466,15927.22,14867.551,15052.217,16157.212
130000,16426.032,14663.483,12849.893,14774.552,14125.474,12703.216,14039.179,16044.177,15943.951,13895.523,15333.492,13007.116,15510.197,15934.975,14874.621,15059.276,16165.31
130100,16433.996,14670.512,12855.096,14781.005,14131.676,12708.896,14045.881,16052.116,15951.309,13901.655,15340.774,13012.813,15517.709,15942.699,14880.633,15065.804,16173.418
130200,16442.397,14677.662,12861.043,14787.22,14138.224,12714.768,14051.995,16059.694,15959.161,13908.767,15347.451,13019.212,15524.944,15950.097,14887.178,15072.816,16181.536
130300,16450.958,14684.751,12866.845,14793.669,14144.759,12720.403,14058.672,16066.554,15967.326,13915.317,15354.126,13024.919,15532.083,15957.294,14893.321,15079.38,16189.176
130400,16459.586,14691.605,12872.75,14800.224,14151.324,12725.866,14065.371,16074.27,15974.408,13922.152,15361.733,13031.02,15539.637,15965.551,14900.332,15086.062,16197.876
130500,16467.739,14698.534,12878.428,14807.16,14157.957,12732.092,14071.943,16081.413,15981.065,13929.561,15369.56,13036.777,15547.176,15972.857,14907.415,15092.638,16205.48
130600,16475.662,14705.749,12884.41,14814.144,14164.549,12738.341,14078.576,16089.059,15988.159,13936.521,15377.161,13042.437,15554.978,15979.957,14913.701,15099.269,16212.915
130700,16483.763,14712.875,12890.282,14820.589,14171.644,12743.973,14084.936,16096.995,15995.751,13943.226,15384.947,13048.405,15562.263,15987.55,14920.07,15105.882,16221.114
130800,16492.714,14719.528,12896.246,14827,14178.262,12749.244,14090.822,16104.399,16002.723,13949.983,15392.686,13054.566,15569.318,15994.901,14925.996,15112.857,16228.787
130900,16501.609,14726.382,12902.22,14833.19,14185.385,12754.568,14097.532,16112.095,16009.818,13957.081,15400.23,13060.375,15575.77,16002.671,14932.978,15119.65,16237.202
131000,16509.893,14732.795,12908.62,14839.613,14191.931,12759.905,14104.038,16119.687,16017.038,13963.476,15407.617,13066.438,15583.236,16009.752,14939.257,15126.759,16245.882
131100,16518.204,14739.762,12915.171,14846.448,14198.643,12765.915,14110.619,16127.878,16024.29,13970.397,15414.347,13072.046,15590.388,16017.277,14946.234,15133.47,16253.581
131200,16526.547,14746.251,12920.962,14853.21,14204.778,12772.081,14117.547,16136.093,16031.082,13977.115,15421.989,13078.476,15597.39,16024.297,14952.226,15140.42,16261.274
131300,16534.2,14752.857,12926.619,14859.89,14211.614,12777.664,14123.982,16143.226,16037.962,13983.844,15429.16,13084.37,15604.551,16031.529,14958.481,15146.582,16269.372
131400,16542.695,14759.786,12932.782,14866.367,14217.98,12783.484,14130.408,16150.933,16045.037,13990.408,15436.63,13090.293,15611.683,16038.783,14964.996,15153.245,16277.4
131500,16551.429,14765.863,12938.374,14872.853,14224.268,12788.901,14136.582,16158.616,16051.814,13997.038,15444.162,13096.121,15619.11,16045.832,14971.453,15159.697,16284.864
131600,16559.908,14772.579,12943.994,14879.569,14230.389,12794.715,14143.046,16166.473,16059.251,14003.668,15451.478,13102.515,15626.217,16053.368,14978.033,15166.847,16292.554
131700,16567.984,14779.555,12950.115,14885.182,14237.365,12800.069,14149.434,16173.939,16066.298,14010.372,15458.553,13108.375,15633.042,16060.31,14984.859,15173.828,16300.457
131800,16576.114,14786.032,12956.064,14891.313,14244.184,12805.101,14156.183,16181.808,16073.446,14017.258,15465.445,13113.945,15639.959,16068.231,14992.164,15180.447,16308.395
131900,16584.492,14792.644,12961.851,14898.151,14250.654,12810.457,14162.288,16189.285,16080.157,14023.614,15472.618,13119.612,15647.207,16075.739,14998.439,15187.437,16316.644
132000,16592.555,14799.225,12967.47,14904.466,14256.93,12815.865,14168.226,16196.662,16087.453,14030.357,15479.686,13125.361,15654.697,16083.056,15005.572,15194.211,16324.814
132100,16600.606,14805.583,12973.38,14911.001,14263.45,12821.368,14174.462,16204.417,16094.721,14036.54,15486.561,13131.079,15661.532,16090.492,15011.978,15200.144,16332.862
132200,16608.701,14811.48,12979.649,14917.808,14270.012,12826.962,14180.649,16211.667,16101.867,14043.105,15493.858,13137.138,15669.193,16097.759,15018.287,15206.641,16340.523
132300,16616.572,14818.338,12985.408,14924.229,14276.346,12832.556,14186.775,16219.563,16108.917,14049.465,15501.209,13142.67,15676.72,16104.917,15024.501,15213.351,16348.707
132400,16625.534,14825.383,12991.153,14931.036,14283.08,12838.383,14193.265,16227.33,16116.031,14056.498,15508.527,13148.695,15683.616,16112.778,15031.368,15219.755,16356.861
132500,16634.092,14832.452,12996.852,14938.136,14289.534,12843.696,14199.894,16235.387,16123.4,14063.079,15515.819,13154.374,15690.854,16120.065,15037.627,15226.312,16365.258
132600,16642.47,14839.434,13002.977,14944.881,14296.036,12849.202,14206.418,16243.064,16130.685,14069.832,15523.06,13161.079,15697.905,16127.469,15044.078,15232.9,16373.368
132700,16650.567,14846.188,13008.783,14951.159,14302.893,12854.903,14212.35,16250.56,16137.884,14076.305,15530.601,13167.308,15704.584,16134.198,15050.243,15239.826,16381.183
132800,16659.433,14853.381,13014.456,14957.267,14309.777,12860.399,14218.152,16257.979,16144.95,14083.053,15537.905,13172.769,15711.172,16141.359,15056.649,15246.3,16389.239
132900,16667.872,14860.443,13020.068,14963.129,14316.263,12865.974,14224.31,16265.561,16152.122,14089.884,15544.777,13178.912,15717.787,16148.788,15062.761,15253.153,16397.178
133000,16676.698,14867.134,13026.009,14969.896,14322.49,12871.269,14230.783,16273.084,16159.01,14097.011,15552.206,13185.002,15724.547,16155.82,15068.788,15259.955,16404.964
133100,16684.658,14873.59,13031.962,14976.219,14329.249,12876.725,14237.159,16281.168,16165.764,14103.623,15559.33,13191.341,15731.872,16163.242,15075.066,15266.757,16412.52
133200,16692.528,14880.488,13038.399,14982.591,14336.286,12882.166,14243.597,16289.183,16172.913,14109.925,15566.314,13197.139,15738.836,16170.963,15081.554,15273.2,16420.251
133300,16700.687,14887.46,13044.158,14988.423,14342.21,12887.531,14249.595,16296.626,16180.206,14116.505,15573.304,13202.874,15745.93,16178.225,15087.867,15280.023,16428.652
133400,16709.21,14894.274,13049.803,14994.728,14348.476,12893.011,14255.402,16304.74,16187.11,14123.726,15580.527,13208.661,15753.451,16185.641,15094.228,15287.373,16436.827
133500,16717.053,14901.829,13055.883,15001.294,14354.77,12898.611,14261.972,16312.237,16194.08,14130.6,15588.067,13214.765,15760.323,16192.432,15100.946,15294.222,16445.09
133600,16725.058,14908.845,13061.59,15007.659,14361.561,12904.364,14268.309,16319.446,16201.484,14137.084,15595.244,13220.562,15767.447,16199.702,15107.021,15300.839,16452.9
133700,16733.12,14915.688,13067.077,15014.183,14368.3,12909.868,14274.599,16327.846,16209.336,14143.895,15602.457,13226.666,15775.073,16207.039,15113.587,15307.323,16460.288
133800,16741.218,14922.241,13072.913,15020.709,14374.954,12914.922,14280.978,16335.759,16216.157,14150.78,15610.224,13232.561,15781.564,16213.791,15119.728,15313.666,16468.233
133900,16749.301,14928.954,13078.942,15027.249,14381.45,12920.278,14287.214,16343.031,16223.158,14156.942,15617.35,13238.473,15788.779,16220.633,15126.246,15320.546,16475.719
134000,16757.549,14935.553,13085.098,15032.739,14388.498,12925.794,14293.519,16350.568,16229.912,14163.471,15624.756,13244.549,15795.787,16227.858,15132.419,15327.108,16484.235
134100,16765.838,14942.688,13091.215,15038.729,14394.753,12930.558,14299.895,16358.32,16236.892,14170.739,15631.609,13250.159,15802.999,16234.8,15139.478,15333.488,16492.356
134200,16774.179,14949.618,13096.839,15045.308,14401.343,12936.075,14306.729,16365.836,16243.638,14177.255,15638.648,13255.75,15809.932,16241.902,15146.238,15340.395,16500.501
134300,16782.464,14956.286,13102.561,15052.137,14407.551,12942.044,14312.632,16373.639,16251.167,14184.025,15645.473,13261.796,15816.669,16248.726,15153.068,15346.69,16508.275
134400,16790.035,14962.956,13108.151,15058.753,14413.487,12948.081,14319.176,16381.518,16258.174,14190.794,15652.27,13267.646,15824.223,16256.059,15159.528,15353.369,16516.077
134500,16797.556,14970.028,13113.542,15064.722,14419.834,12953.586,14325.673,16389.116,16265.358,14197.512,15659.725,13273.34,15831.508,16263.084,15165.985,15359.841,16524.091
134600,16805.867,14976.077,13119.712,15071.487,14426.163,12959.158,14331.504,16396.568,16272.243,14204.02,15666.229,13279.19,15838.489,16270.506,15172.037,15366.408,16531.76
134700,16814.154,14982.567,13125.447,15077.629,14432.758,12964.851,14337.641,16403.706,16279.811,14210.565,15673.506,13285.476,15845.472,16278.013,15178.104,15373.233,16539.458
134800,16822.851,14988.867,13131.031,15083.868,14439.492,12969.977,14343.915,16411.2,16286.671,14217.236,15681.09,13291.191,15852.429,16285.866,15184.401,15379.629,16547.426
134900,16831.009,14995.438,13136.912,15089.587,14445.575,12975.35,14350.155,16418.416,16293.742,14224.027,15688.689,13296.768,15859.648,16293.705,15190.827,15386.233,16555.876
135000,16839.121,15002.613,13143.166,15095.86,14452.052,12980.402,14356.329,16425.712,16301.252,14230.05,15695.582,13302.368,15866.641,16301.129,15196.942,15393.009,16564.139
135100,16847.134,15009.331,13148.844,15101.889,14458.491,12985.771,14362.641,16433.161,16308.498,14236.354,15703.196,13307.71,15873.012,16308.367,15203.509,15399.777,16571.793
135200,16854.632,15016.018,13154.637,15108.355,14465.043,12991.625,14369.185,16440.73,16316.109,14242.722,15709.749,13313.949,15880.217,16315.347,15210.137,15405.922,16579.111
135300,16862.949,15022.982,13160.062,15114.594,14471.662,12996.605,14375.602,16447.992,16323.516,14249.97,15716.665,13319.45,15887.023,16322.272,15216.332,15412.647,16586.874
135400,16871.115,15029.981,13165.744,15120.505,14477.86,13002.174,14381.961,16454.782,16331.171,14256.549,15723.652,13324.812,15894.314,16329.212,15222.75,15419.038,16595.128
135500,16879.489,15036.643,13171.601,15127.458,14484.092,13007.999,14387.877,16462.913,16338.969,14263.301,15730.54,13330.476,15901.312,16336.129,15229.076,15425.712,16603.261
135600,16887.596,15042.913,13177.194,15133.601,14490.474,13013.606,14394.114,16471.011,16346.429,14269.324,15737.535,13336.806,15908.07,16343.546,15234.993,15432.167,16610.376
135700,16896.035,15049.51,13182.654,15139.809,14496.98,13018.91,14400.607,16478.542,16353.721,14275.796,15744.855,13342.589,15914.718,16351.347,15241.229,15438.546,16618.077
135800,16904.167,15056.521,13188.353,15146.763,14503.925,13024.625,14406.978,16486.033,16361.289,14282.082,15751.942,13348.23,15921.605,16358.584,15248.133,15444.8,16626.279
135900,16912.088,15063.014,13194.511,15152.969,14510.712,13030.698,14413.145,16493.597,16368.587,14288.366,15759.034,13354.461,15928.76,16365.74,15255.043,15451.965,16634.144
136000,16919.972,15069.759,13200.363,15159.348,14517.425,13036.082,14419.604,16501.205,16375.434,14295.564,15765.521,13360.406,15935.68,16372.78,15262.07,15458.048,16641.744
136100,16927.894,15076.757,13206.213,15165.199,14524.181,13041.679,14425.839,16509.483,16383.097,14302.116,15772.031,13366.491,15942.772,16380.311,15268.302,15463.858,16649.545
136200,16936.583,15083.884,13211.65,15170.972,14530.65,13047.402,14432.222,16516.693,16390.553,14308.829,15779.012,13372.2,15949.378,16387.503,15275.042,15470.507,16656.997
136300,16944.683,15090.625,13217.467,15176.74,14537.123,13052.558,14438.232,16523.492,16397.457,14315.538,15786.349,13378.006,15956.469,16395.002,15281.474,15476.85,16665.208
136307,16945.28,15091.187,13217.92,15177.194,14537.672,13053.105,14438.7,16523.946,16397.976,14315.972,15786.724,13378.377,15957.002,16395.536,15282.026,15477.339,16665.644
136400,16952.501,15097.371,13223.391,15183.044,14543.626,13058.635,14444.598,16530.659,16404.023,14322.486,15792.896,13383.909,15963.165,16402.291,15288.052,15483.233,16673.109
136500,16960.266,15104.114,13229.379,15189.233,14549.74,13064.321,14450.623,16538.295,16411.085,14329.089,15799.963,13388.901,15970.068,16409.241,15294.901,15489.919,16680.49
136600,16969.274,15110.262,13235.149,15196.138,14555.964,13069.419,14456.795,16545.126,16418.28,14335.571,15806.878,13394.886,15977.4,16416.428,15301.401,15496.432,16687.896
136700,16977.303,15117.079,13240.631,15202.329,14561.93,13074.219,14463.107,16552.469,16425.538,14341.981,15813.643,13401.02,15984.744,16423.2,15307.937,15503.711,16695.172
136800,16984.768,15123.996,13246.082,15208.437,14568.193,13079.289,14469.476,16560.364,16432.245,14348.887,15820.635,13406.144,15991.99,16430.576,15314.291,15509.874,16702.461
136900,16993.199,15131.098,13251.702,15214.28,14574.74,13084.589,14475.837,16567.63,16439.21,14356.183,15827.899,13411.991,15998.991,16437.836,15321.02,15516.307,16710.042
137000,17001.073,15138.001,13257.231,15220.195,14580.878,13089.956,14482.327,16575.59,16446.174,14363.103,15834.448,13417.611,16006.081,16445.106,15327.12,15522.673,16718.399
137100,17009.313,15144.918,13262.711,15226.407,14587.729,13095.776,14488.561,16583.715,16453.505,14369.742,15841.125,13423.86,16012.943,16452.586,15333.8,15529.161,16726.763
137200,17017.383,15151.662,13268.986,15232.61,14593.902,13101.034,14494.554,16591.285,16460.017,14375.864,15848.082,13429.955,16019.763,16459.884,15340.58,15535.756,16734.161
137300,17025.572,15158.368,13274.772,15238.595,14600.444,13106.43,14500.57,16599.41,16467.024,14382.853,15855.309,13435.697,16026.791,16467.389,15346.935,15542.785,16742.191
137400,17033.223,15165.31,13280.632,15245.132,14607.211,13111.643,14506.625,16606.838,16473.834,14389.398,15862.64,13441.304,16033.151,16474.576,15353.511,15549.719,16749.909
137500,17041.511,15171.933,13286.582,15251.507,14613.707,13116.459,14512.742,16613.93,16481.334,14396.139,15870.244,13447.232,16040.033,16481.439,15359.604,15556.048,16757.514
137600,17049.259,15179.123,13292.323,15257.977,14620.273,13121.782,14519.253,16621.505,16487.71,14402.627,15877.113,13453.1,16046.732,16488.451,15366.097,15562.271,16765.47
137700,17057.302,15185.366,13298.063,15264.033,14626.231,13127.024,14525.431,16628.665,16494.38,14409.269,15883.556,13459.144,16053.799,16495.304,15372.039,15568.753,16773.098
137800,17065.636,15191.743,13303.614,15269.867,14632.572,13133.102,14531.493,16635.987,16501.411,14415.609,15890.757,13465.063,16060.344,16502.969,15378.165,15575.331,16781.237
137900,17073.521,15198.64,13309.22,15275.983,14638.936,13138.095,14537.14,16643.31,16508.043,14422.125,15897.961,13470.598,16067.251,16510.189,15384.619,15582.373,16788.769
138000,17081.341,15204.871,13314.92,15281.931,14645.281,13143.339,14542.683,16650.957,16514.593,14429.362,15904.698,13476.327,16074.043,16517.345,15391.456,15589.3,16796.135
138020,17083.068,15206.226,13315.917,15283.075,14646.554,13144.453,14543.638,16652.49,16515.87,14430.648,15906.1,13477.524,16075.254,16518.584,15392.871,15590.688,16797.761
138100,17088.899,15211.474,13320.409,15287.918,14651.946,13148.795,14548.547,16658.385,16521.28,14435.668,15911.794,13482.189,16080.771,16524.258,15398.049,15595.622,16803.678
138200,17097.395,15218.397,13326.227,15293.926,14658.078,13154.07,14554.659,16665.997,16527.919,14442.115,15918.558,13488.406,16087.274,16531.249,15404.366,15602.248,16811.243
138300,17105.67,15224.966,13331.613,15299.536,14664.364,13159.56,14560.654,16673.567,16534.495,14449.163,15925.642,13494.429,16093.965,16538.308,15411.285,15609.029,16818.74
138400,17114.033,15231.2,13337.521,15305.743,14670.923,13164.721,14566.778,16680.904,16541.581,14455.614,15932.681,13500.234,16100.248,16545.681,15417.789,15615.995,16826.521
138500,17122.38,15238.041,13343.205,15312.213,14677.639,13170.996,14572.661,16689.008,16548.631,14462.477,15939.925,13505.736,16106.496,16552.995,15423.718,15622.61,16834.718
138600,17130.603,15244.129,13348.926,15318.313,14684.407,13177.136,14578.388,16696.455,16555.703,14468.815,15947.281,13511.508,16113.291,16560.049,15429.997,15629.082,16842.547
138700,17139.148,15250.665,13354.341,15325.064,14691.02,13182.871,14584.196,16704.393,16562.61,14474.857,15954.53,13517.449,16120.33,16567.438,15436.038,15635.447,16850.058
138800,17147.011,15257.229,13359.873,15331.135,14697.404,13188.713,14590.252,16711.797,16569.411,14481.116,15961.707,13522.951,16127.46,16575.111,15441.973,15641.738,16857.801
